Week #,Report #,Report Date,Futures Based On,Unfixed Call Sales,Chg Sales,Unfixed Call Purchases,Chg Purchases,At Close,Chg At Close,Yr,Month,Old/New,Report Year
35.0,35,09/01/2017,July 2018,19880,1227,1031,-136,5107,-34,2018.0,7.0,old,2017
35.0,35,09/01/2017,October 2018,0,0,0,0,1,0,2018.0,10.0,old,2017
35.0,35,09/01/2017,December 2018,10459,1586,9703,1018,12666,1102,2018.0,12.0,new1,2017
35.0,35,09/01/2017,March 2019,3099,1541,528,528,247,-7,2019.0,3.0,new1,2017
35.0,35,09/01/2017,May 2019,1263,343,0,0,0,0,2019.0,5.0,new1,2017
35.0,35,09/01/2017,July 2019,1041,176,0,0,133,0,2019.0,7.0,new1,2017
35.0,35,09/01/2017,December 2019,2283,1734,3251,734,26,0,2019.0,12.0,new2,2017
35.0,35,09/01/2017,March 2020,842,293,146,146,0,0,2020.0,3.0,new2,2017
35.0,35,09/01/2017,Totals,127442,12732,39314,978,229877,3335,,,total,2017
36.0,36,09/08/2017,October 2017,0,0,0,0,200,18,2017.0,10.0,old,2017
36.0,36,09/08/2017,December 2017,31912,760,18396,-1831,149427,4520,2017.0,12.0,old,2017
36.0,36,09/08/2017,March 2018,38239,300,4539,664,68749,8435,2018.0,3.0,old,2017
36.0,36,09/08/2017,May 2018,20360,876,624,71,7557,1263,2018.0,5.0,old,2017
36.0,36,09/08/2017,July 2018,20232,352,1270,239,5613,506,2018.0,7.0,old,2017
36.0,36,09/08/2017,October 2018,0,0,0,0,1,0,2018.0,10.0,old,2017
36.0,36,09/08/2017,December 2018,11782,1323,9681,-22,14456,1790,2018.0,12.0,new1,2017
36.0,36,09/08/2017,March 2019,3099,0,528,0,242,-5,2019.0,3.0,new1,2017
36.0,36,09/08/2017,May 2019,1263,0,0,0,1,1,2019.0,5.0,new1,2017
36.0,36,09/08/2017,July 2019,1041,0,0,0,134,1,2019.0,7.0,new1,2017
36.0,36,09/08/2017,December 2019,2283,0,3251,0,27,1,2019.0,12.0,new2,2017
36.0,36,09/08/2017,March 2020,842,0,146,0,0,0,2020.0,3.0,new2,2017
36.0,36,09/08/2017,Totals,131053,3611,38435,-879,246407,16530,,,total,2017
37.0,37,09/15/2017,October 2017,0,0,0,0,173,-27,2017.0,10.0,old,2017
37.0,37,09/15/2017,December 2017,31191,-721,17431,-965,141088,-8339,2017.0,12.0,old,2017
37.0,37,09/15/2017,March 2018,38293,54,4319,-220,71342,2593,2018.0,3.0,old,2017
37.0,37,09/15/2017,May 2018,21322,962,553,-71,8792,1235,2018.0,5.0,old,2017
37.0,37,09/15/2017,July 2018,20620,388,1195,-75,5401,-212,2018.0,7.0,old,2017
37.0,37,09/15/2017,October 2018,0,0,0,0,1,0,2018.0,10.0,old,2017
37.0,37,09/15/2017,December 2018,12695,913,9625,-56,14708,252,2018.0,12.0,new1,2017
37.0,37,09/15/2017,March 2019,3099,0,528,0,261,19,2019.0,3.0,new1,2017
37.0,37,09/15/2017,May 2019,1263,0,0,0,1,0,2019.0,5.0,new1,2017
37.0,37,09/15/2017,July 2019,1041,0,0,0,148,14,2019.0,7.0,new1,2017
37.0,37,09/15/2017,December 2019,2283,0,3370,119,41,14,2019.0,12.0,new2,2017
37.0,37,09/15/2017,March 2020,842,0,146,0,0,0,2020.0,3.0,new2,2017
37.0,37,09/15/2017,Totals,132649,1596,37167,-1268,241956,-4451,,,total,2017
38.0,38,09/22/2017,October 2017,0,0,0,0,120,-53,2017.0,10.0,old,2017
38.0,38,09/22/2017,December 2017,29906,-1285,17503,72,134250,-6838,2017.0,12.0,old,2017
38.0,38,09/22/2017,March 2018,39362,1069,4448,129,71456,114,2018.0,3.0,old,2017
38.0,38,09/22/2017,May 2018,22021,699,623,70,8973,181,2018.0,5.0,old,2017
38.0,38,09/22/2017,July 2018,21091,471,1389,194,5696,295,2018.0,7.0,old,2017
38.0,38,09/22/2017,October 2018,0,0,0,0,1,0,2018.0,10.0,old,2017
38.0,38,09/22/2017,December 2018,13044,349,9692,67,15042,334,2018.0,12.0,new1,2017
38.0,38,09/22/2017,March 2019,3231,132,528,0,347,86,2019.0,3.0,new1,2017
38.0,38,09/22/2017,May 2019,1263,0,0,0,1,0,2019.0,5.0,new1,2017
38.0,38,09/22/2017,July 2019,1041,0,0,0,167,19,2019.0,7.0,new1,2017
38.0,38,09/22/2017,December 2019,2283,0,3370,0,44,3,2019.0,12.0,new2,2017
38.0,38,09/22/2017,March 2020,842,0,146,0,0,0,2020.0,3.0,new2,2017
38.0,38,09/22/2017,Totals,134084,1435,37699,532,236097,-5859,,,total,2017
39.0,39,09/29/2017,October 2017,0,0,0,0,109,-11,2017.0,10.0,old,2017
39.0,39,09/29/2017,December 2017,28916,-990,16659,-844,132754,-1496,2017.0,12.0,old,2017
39.0,39,09/29/2017,March 2018,39538,176,5250,802,69345,-2111,2018.0,3.0,old,2017
39.0,39,09/29/2017,May 2018,22285,264,553,-70,9054,81,2018.0,5.0,old,2017
39.0,39,09/29/2017,July 2018,21568,477,1195,-194,5926,230,2018.0,7.0,old,2017
39.0,39,09/29/2017,October 2018,0,0,0,0,1,0,2018.0,10.0,old,2017
39.0,39,09/29/2017,December 2018,13548,504,9367,-325,15216,174,2018.0,12.0,new1,2017
39.0,39,09/29/2017,March 2019,4267,1036,528,0,347,0,2019.0,3.0,new1,2017
39.0,39,09/29/2017,May 2019,1306,43,0,0,1,0,2019.0,5.0,new1,2017
39.0,39,09/29/2017,July 2019,1570,529,0,0,167,0,2019.0,7.0,new1,2017
39.0,39,09/29/2017,December 2019,2283,0,3452,82,44,0,2019.0,12.0,new2,2017
39.0,39,09/29/2017,March 2020,842,0,146,0,0,0,2020.0,3.0,new2,2017
39.0,39,09/29/2017,Totals,136123,2039,37150,-549,232964,-3133,,,total,2017
40.0,40,10/06/2017,October 2017,0,0,0,0,31,-78,2017.0,10.0,old,2017
40.0,40,10/06/2017,December 2017,27224,-1692,16350,-309,128439,-4315,2017.0,12.0,old,2017
40.0,40,10/06/2017,March 2018,40317,779,5527,277,69328,-17,2018.0,3.0,old,2017
40.0,40,10/06/2017,May 2018,22301,16,553,0,9741,687,2018.0,5.0,old,2017
40.0,40,10/06/2017,July 2018,22055,487,1209,14,6361,435,2018.0,7.0,old,2017
40.0,40,10/06/2017,October 2018,0,0,0,0,1,0,2018.0,10.0,old,2017
40.0,40,10/06/2017,December 2018,13422,-126,9769,402,15522,306,2018.0,12.0,new1,2017
40.0,40,10/06/2017,March 2019,4267,0,528,0,339,-8,2019.0,3.0,new1,2017
40.0,40,10/06/2017,May 2019,1306,0,0,0,1,0,2019.0,5.0,new1,2017
40.0,40,10/06/2017,July 2019,1570,0,0,0,167,0,2019.0,7.0,new1,2017
40.0,40,10/06/2017,December 2019,2283,0,3478,26,44,0,2019.0,12.0,new2,2017
40.0,40,10/06/2017,March 2020,842,0,146,0,0,0,2020.0,3.0,new2,2017
40.0,40,10/06/2017,Totals,135587,-536,37560,410,229974,-2990,,,total,2017
41.0,41,10/13/2017,October 2017,0,0,0,0,0,-31,2017.0,10.0,old,2017
41.0,41,10/13/2017,December 2017,26331,-893,15980,-370,123308,-5131,2017.0,12.0,old,2017
41.0,41,10/13/2017,March 2018,41915,1598,5538,11,72721,3393,2018.0,3.0,old,2017
41.0,41,10/13/2017,May 2018,22753,452,661,108,10245,504,2018.0,5.0,old,2017
41.0,41,10/13/2017,July 2018,23787,1732,1231,22,6946,585,2018.0,7.0,old,2017
41.0,41,10/13/2017,October 2018,0,0,0,0,1,0,2018.0,10.0,old,2017
41.0,41,10/13/2017,December 2018,13915,493,9710,-59,16129,607,2018.0,12.0,new1,2017
41.0,41,10/13/2017,March 2019,4268,1,529,1,337,-2,2019.0,3.0,new1,2017
41.0,41,10/13/2017,May 2019,1306,0,0,0,4,3,2019.0,5.0,new1,2017
41.0,41,10/13/2017,July 2019,1614,44,0,0,167,0,2019.0,7.0,new1,2017
41.0,41,10/13/2017,December 2019,2284,1,3479,1,44,0,2019.0,12.0,new2,2017
41.0,41,10/13/2017,March 2020,843,1,147,1,0,0,2020.0,3.0,new2,2017
41.0,41,10/13/2017,Totals,139016,3429,37275,-285,229902,-72,,,total,2017
42.0,42,10/20/2017,December 2017,22149,-4182,14361,-1619,118426,-4882,2017.0,12.0,old,2017
42.0,42,10/20/2017,March 2018,42336,421,6557,1019,72879,158,2018.0,3.0,old,2017
42.0,42,10/20/2017,May 2018,23192,439,566,-95,11731,1486,2018.0,5.0,old,2017
42.0,42,10/20/2017,July 2018,24404,617,1230,-1,7980,1034,2018.0,7.0,old,2017
42.0,42,10/20/2017,October 2018,0,0,0,0,1,0,2018.0,10.0,old,2017
42.0,42,10/20/2017,December 2018,14641,726,9768,58,16469,340,2018.0,12.0,new1,2017
42.0,42,10/20/2017,March 2019,4443,175,528,-1,339,2,2019.0,3.0,new1,2017
42.0,42,10/20/2017,May 2019,1306,0,0,0,5,1,2019.0,5.0,new1,2017
42.0,42,10/20/2017,July 2019,1614,0,0,0,176,9,2019.0,7.0,new1,2017
42.0,42,10/20/2017,December 2019,2283,-1,3500,21,41,-3,2019.0,12.0,new2,2017
42.0,42,10/20/2017,March 2020,842,-1,146,-1,0,0,2020.0,3.0,new2,2017
42.0,42,10/20/2017,Totals,137210,-1806,36656,-619,228047,-1855,,,total,2017
43.0,43,10/27/2017,December 2017,20434,-1715,12863,-1498,109879,-8547,2017.0,12.0,old,2017
43.0,43,10/27/2017,March 2018,43268,932,7272,715,79916,7037,2018.0,3.0,old,2017
43.0,43,10/27/2017,May 2018,24533,1341,778,212,14049,2318,2018.0,5.0,old,2017
43.0,43,10/27/2017,July 2018,25284,880,1708,478,8228,248,2018.0,7.0,old,2017
43.0,43,10/27/2017,October 2018,0,0,0,0,2,1,2018.0,10.0,old,2017
43.0,43,10/27/2017,December 2018,16004,1363,9764,-4,18735,2266,2018.0,12.0,new1,2017
43.0,43,10/27/2017,March 2019,4831,388,594,66,341,2,2019.0,3.0,new1,2017
43.0,43,10/27/2017,May 2019,1508,202,0,0,5,0,2019.0,5.0,new1,2017
43.0,43,10/27/2017,July 2019,1676,62,0,0,163,-13,2019.0,7.0,new1,2017
43.0,43,10/27/2017,December 2019,2283,0,3500,0,38,-3,2019.0,12.0,new2,2017
43.0,43,10/27/2017,March 2020,842,0,146,0,0,0,2020.0,3.0,new2,2017
43.0,43,10/27/2017,Totals,140663,3453,36625,-31,231356,3309,,,total,2017
44.0,44,11/03/2017,December 2017,18373,-2061,11962,-901,97267,-12612,2017.0,12.0,old,2017
44.0,44,11/03/2017,March 2018,44988,1720,7977,705,93503,13587,2018.0,3.0,old,2017
44.0,44,11/03/2017,May 2018,25145,612,755,-23,16450,2401,2018.0,5.0,old,2017
44.0,44,11/03/2017,July 2018,25418,134,1481,-227,8467,239,2018.0,7.0,old,2017
44.0,44,11/03/2017,October 2018,0,0,0,0,2,0,2018.0,10.0,old,2017
44.0,44,11/03/2017,December 2018,15932,-72,10021,257,19065,330,2018.0,12.0,new1,2017
44.0,44,11/03/2017,March 2019,5248,417,528,-66,341,0,2019.0,3.0,new1,2017
44.0,44,11/03/2017,May 2019,1563,55,0,0,6,1,2019.0,5.0,new1,2017
44.0,44,11/03/2017,July 2019,1676,0,0,0,163,0,2019.0,7.0,new1,2017
44.0,44,11/03/2017,December 2019,2283,0,3500,0,36,-2,2019.0,12.0,new2,2017
44.0,44,11/03/2017,March 2020,842,0,146,0,0,0,2020.0,3.0,new2,2017
44.0,44,11/03/2017,Totals,141468,805,36370,-255,235300,3944,,,total,2017
45.0,45,11/10/2017,December 2017,15668,-2705,10875,-1087,53899,-43368,2017.0,12.0,old,2017
45.0,45,11/10/2017,March 2018,49620,4632,8234,257,119776,26273,2018.0,3.0,old,2017
45.0,45,11/10/2017,May 2018,26735,1590,1181,426,24057,7607,2018.0,5.0,old,2017
45.0,45,11/10/2017,July 2018,27398,1980,2004,523,9005,538,2018.0,7.0,old,2017
45.0,45,11/10/2017,October 2018,0,0,0,0,3,1,2018.0,10.0,old,2017
45.0,45,11/10/2017,December 2018,16278,346,10032,11,21509,2444,2018.0,12.0,new1,2017
45.0,45,11/10/2017,March 2019,5437,189,594,66,342,1,2019.0,3.0,new1,2017
45.0,45,11/10/2017,May 2019,1563,0,0,0,9,3,2019.0,5.0,new1,2017
45.0,45,11/10/2017,July 2019,1676,0,0,0,166,3,2019.0,7.0,new1,2017
45.0,45,11/10/2017,December 2019,2283,0,3553,53,36,0,2019.0,12.0,new2,2017
45.0,45,11/10/2017,March 2020,842,0,146,0,0,0,2020.0,3.0,new2,2017
45.0,45,11/10/2017,Totals,147500,6032,36619,249,228802,-6498,,,total,2017
46.0,46,11/17/2017,December 2017,8170,-7498,4857,-6018,12492,-41407,2017.0,12.0,old,2017
46.0,46,11/17/2017,March 2018,50464,844,10244,2010,148077,28301,2018.0,3.0,old,2017
46.0,46,11/17/2017,May 2018,27138,403,1133,-48,31781,7724,2018.0,5.0,old,2017
46.0,46,11/17/2017,July 2018,27849,451,1932,-72,9349,344,2018.0,7.0,old,2017
46.0,46,11/17/2017,October 2018,0,0,0,0,3,0,2018.0,10.0,old,2017
46.0,46,11/17/2017,December 2018,16435,157,10081,49,21700,191,2018.0,12.0,new1,2017
46.0,46,11/17/2017,March 2019,5657,220,646,52,338,-4,2019.0,3.0,new1,2017
46.0,46,11/17/2017,May 2019,1591,28,0,0,9,0,2019.0,5.0,new1,2017
46.0,46,11/17/2017,July 2019,1703,27,0,0,166,0,2019.0,7.0,new1,2017
46.0,46,11/17/2017,December 2019,2283,0,3659,106,39,3,2019.0,12.0,new2,2017
46.0,46,11/17/2017,March 2020,842,0,146,0,0,0,2020.0,3.0,new2,2017
46.0,46,11/17/2017,Totals,142132,-5368,32698,-3921,223954,-4848,,,total,2017
47.0,47,11/24/2017,December 2017,718,-7452,276,-4581,560,-11932,2017.0,12.0,old,2017
47.0,47,11/24/2017,March 2018,54698,4234,11388,1144,161564,13487,2018.0,3.0,old,2017
47.0,47,11/24/2017,May 2018,28236,1098,1051,-82,37813,6032,2018.0,5.0,old,2017
47.0,47,11/24/2017,July 2018,28633,784,1762,-170,9844,495,2018.0,7.0,old,2017
47.0,47,11/24/2017,October 2018,0,0,0,0,2,-1,2018.0,10.0,old,2017
47.0,47,11/24/2017,December 2018,17197,762,10524,443,22890,1190,2018.0,12.0,new1,2017
47.0,47,11/24/2017,March 2019,5698,41,533,-113,352,14,2019.0,3.0,new1,2017
47.0,47,11/24/2017,May 2019,1635,44,0,0,43,34,2019.0,5.0,new1,2017
47.0,47,11/24/2017,July 2019,1747,44,220,220,224,58,2019.0,7.0,new1,2017
47.0,47,11/24/2017,December 2019,2309,26,4472,813,39,0,2019.0,12.0,new2,2017
47.0,47,11/24/2017,March 2020,842,0,146,0,0,0,2020.0,3.0,new2,2017
47.0,47,11/24/2017,Totals,141713,-419,30372,-2326,233331,9377,,,total,2017
48.0,48,12/01/2017,December 2017,454,-264,23,-253,70,-490,2017.0,12.0,old,2017
48.0,48,12/01/2017,March 2018,55986,1288,10896,-492,171140,9576,2018.0,3.0,old,2017
48.0,48,12/01/2017,May 2018,28846,610,1242,191,41831,4018,2018.0,5.0,old,2017
48.0,48,12/01/2017,July 2018,29647,1014,2182,420,10838,994,2018.0,7.0,old,2017
48.0,48,12/01/2017,October 2018,0,0,0,0,2,0,2018.0,10.0,old,2017
48.0,48,12/01/2017,December 2018,17716,519,10548,24,24089,1199,2018.0,12.0,new1,2017
48.0,48,12/01/2017,March 2019,5776,78,599,66,499,147,2019.0,3.0,new1,2017
48.0,48,12/01/2017,May 2019,1635,0,10,10,43,0,2019.0,5.0,new1,2017
48.0,48,12/01/2017,July 2019,1747,0,396,176,226,2,2019.0,7.0,new1,2017
48.0,48,12/01/2017,December 2019,2309,0,4586,114,43,4,2019.0,12.0,new2,2017
48.0,48,12/01/2017,March 2020,842,0,146,0,0,0,2020.0,3.0,new2,2017
48.0,48,12/01/2017,Totals,144958,3245,30628,256,248781,15450,,,total,2017
49.0,49,12/08/2017,December 2017,454,0,23,0,0,-70,2017.0,12.0,old,2017
49.0,49,12/08/2017,March 2018,55815,-171,10591,-305,170582,-558,2018.0,3.0,old,2017
49.0,49,12/08/2017,May 2018,29730,884,1077,-165,44102,2271,2018.0,5.0,old,2017
49.0,49,12/08/2017,July 2018,30742,1095,2613,431,11331,493,2018.0,7.0,old,2017
49.0,49,12/08/2017,October 2018,0,0,0,0,1,-1,2018.0,10.0,old,2017
49.0,49,12/08/2017,December 2018,18114,398,9977,-571,26144,2055,2018.0,12.0,new1,2017
49.0,49,12/08/2017,March 2019,6096,320,599,0,540,41,2019.0,3.0,new1,2017
49.0,49,12/08/2017,May 2019,1635,0,10,0,39,-4,2019.0,5.0,new1,2017
49.0,49,12/08/2017,July 2019,1747,0,617,221,311,85,2019.0,7.0,new1,2017
49.0,49,12/08/2017,December 2019,2309,0,4382,-204,47,4,2019.0,12.0,new2,2017
49.0,49,12/08/2017,March 2020,842,0,146,0,0,0,2020.0,3.0,new2,2017
49.0,49,12/08/2017,Totals,147484,2526,30035,-593,253097,4316,,,total,2017
50.0,50,12/15/2017,December 2017,454,0,23,0,0,0,2017.0,12.0,old,2017
50.0,50,12/15/2017,March 2018,55139,-676,8944,-1647,171049,467,2018.0,3.0,old,2017
50.0,50,12/15/2017,May 2018,30931,1201,1054,-23,50197,6095,2018.0,5.0,old,2017
50.0,50,12/15/2017,July 2018,31971,1229,2504,-109,14521,3190,2018.0,7.0,old,2017
50.0,50,12/15/2017,October 2018,0,0,0,0,1,0,2018.0,10.0,old,2017
50.0,50,12/15/2017,December 2018,18521,407,9672,-305,28714,2570,2018.0,12.0,new1,2017
50.0,50,12/15/2017,March 2019,6387,291,533,-66,561,21,2019.0,3.0,new1,2017
50.0,50,12/15/2017,May 2019,1635,0,10,0,61,22,2019.0,5.0,new1,2017
50.0,50,12/15/2017,July 2019,1747,0,617,0,337,26,2019.0,7.0,new1,2017
50.0,50,12/15/2017,December 2019,2309,0,4979,597,715,668,2019.0,12.0,new2,2017
50.0,50,12/15/2017,March 2020,842,0,146,0,0,0,2020.0,3.0,new2,2017
50.0,50,12/15/2017,Totals,149936,2452,28482,-1553,266156,13059,,,total,2017
10.0,10,03/09/2018,March 2018,0,0,31,-4,0,-73,2018.0,3.0,old,2018
10.0,10,03/09/2018,May 2018,31952,-1039,3127,-617,129066,-1745,2018.0,5.0,old,2018
10.0,10,03/09/2018,July 2018,47354,2676,4258,61,57583,-2546,2018.0,7.0,old,2018
10.0,10,03/09/2018,October 2018,0,0,0,0,3,1,2018.0,10.0,old,2018
10.0,10,03/09/2018,December 2018,33090,766,20622,-134,67840,7415,2018.0,12.0,new1,2018
10.0,10,03/09/2018,March 2019,21053,1413,1205,46,10095,664,2019.0,3.0,new1,2018
10.0,10,03/09/2018,May 2019,8524,1251,53,0,546,254,2019.0,5.0,new1,2018
10.0,10,03/09/2018,July 2019,7189,675,639,0,1061,12,2019.0,7.0,new1,2018
10.0,10,03/09/2018,December 2019,5654,844,8755,908,4314,406,2019.0,12.0,new2,2018
10.0,10,03/09/2018,March 2020,1471,0,177,0,0,0,2020.0,3.0,new2,2018
10.0,10,03/09/2018,May 2020,66,0,0,0,0,0,2020.0,5.0,new2,2018
10.0,10,03/09/2018,December 2020,0,0,13,0,0,0,2020.0,12.0,new3,2018
10.0,10,03/09/2018,Totals,156353,6586,38880,260,270508,4388,,,total,2018
11.0,11,03/16/2018,May 2018,30482,-1470,3079,-48,125349,-3717,2018.0,5.0,old,2018
11.0,11,03/16/2018,July 2018,49602,2248,4537,279,59511,1928,2018.0,7.0,old,2018
11.0,11,03/16/2018,October 2018,0,0,0,0,3,0,2018.0,10.0,old,2018
11.0,11,03/16/2018,December 2018,34137,1047,22006,1384,70257,2417,2018.0,12.0,new1,2018
11.0,11,03/16/2018,March 2019,21854,801,1114,-91,10967,872,2019.0,3.0,new1,2018
11.0,11,03/16/2018,May 2019,9189,665,53,0,823,277,2019.0,5.0,new1,2018
11.0,11,03/16/2018,July 2019,7938,749,718,79,1117,56,2019.0,7.0,new1,2018
11.0,11,03/16/2018,December 2019,5805,151,9956,1201,4531,217,2019.0,12.0,new2,2018
11.0,11,03/16/2018,March 2020,1511,40,146,-31,0,0,2020.0,3.0,new2,2018
11.0,11,03/16/2018,May 2020,92,26,0,0,0,0,2020.0,5.0,new2,2018
11.0,11,03/16/2018,July 2020,26,26,0,0,0,0,2020.0,7.0,new2,2018
11.0,11,03/16/2018,December 2020,0,0,44,31,0,0,2020.0,12.0,new3,2018
11.0,11,03/16/2018,Totals,160636,4283,41653,2804,272558,2050,,,total,2018
12.0,12,03/23/2018,May 2018,26635,-3847,2838,-241,115824,-9525,2018.0,5.0,old,2018
12.0,12,03/23/2018,July 2018,49322,-280,4543,6,67294,7783,2018.0,7.0,old,2018
12.0,12,03/23/2018,October 2018,0,0,0,0,8,5,2018.0,10.0,old,2018
12.0,12,03/23/2018,December 2018,34412,275,22569,563,72263,2006,2018.0,12.0,new1,2018
12.0,12,03/23/2018,March 2019,23519,1665,1241,127,12144,1177,2019.0,3.0,new1,2018
12.0,12,03/23/2018,May 2019,9669,480,53,0,868,45,2019.0,5.0,new1,2018
12.0,12,03/23/2018,July 2019,8285,347,740,22,1130,13,2019.0,7.0,new1,2018
12.0,12,03/23/2018,December 2019,5701,-104,9982,26,4754,223,2019.0,12.0,new2,2018
12.0,12,03/23/2018,March 2020,1511,0,146,0,0,0,2020.0,3.0,new2,2018
12.0,12,03/23/2018,May 2020,92,0,0,0,0,0,2020.0,5.0,new2,2018
12.0,12,03/23/2018,July 2020,26,0,0,0,0,0,2020.0,7.0,new2,2018
12.0,12,03/23/2018,December 2020,0,0,44,0,0,0,2020.0,12.0,new3,2018
12.0,12,03/23/2018,Totals,159172,-1464,42156,503,274285,1727,,,total,2018
13.0,13,03/29/2018,May 2018,23159,-3476,2425,-413,111193,-4631,2018.0,5.0,old,2018
13.0,13,03/29/2018,July 2018,49363,41,4912,369,75185,7891,2018.0,7.0,old,2018
13.0,13,03/29/2018,October 2018,0,0,0,0,38,30,2018.0,10.0,old,2018
13.0,13,03/29/2018,December 2018,34432,20,24233,1664,74150,1887,2018.0,12.0,new1,2018
13.0,13,03/29/2018,March 2019,23048,-471,1554,313,13099,955,2019.0,3.0,new1,2018
13.0,13,03/29/2018,May 2019,10221,552,86,33,1104,236,2019.0,5.0,new1,2018
