Week #,Report #,Report Date,Futures Based On,Unfixed Call Sales,Chg Sales,Unfixed Call Purchases,Chg Purchases,At Close,Chg At Close,Yr,Month,Old/New,Report Year
1.0,2,01/08/2016,March 2016,17397,-7411,7363,413,118767,-5079,2016.0,3.0,old,2016
1.0,2,01/08/2016,May 2016,14968,-525,709,64,32392,-334,2016.0,5.0,old,2016
1.0,2,01/08/2016,July 2016,13562,-808,1418,39,21197,4211,2016.0,7.0,old,2016
1.0,2,01/08/2016,October 2016,0,0,45,0,3,0,2016.0,10.0,old,2016
1.0,2,01/08/2016,December 2016,7438,-245,5899,431,11948,706,2016.0,12.0,new1,2016
1.0,2,01/08/2016,March 2017,3474,-8,0,-409,649,218,2017.0,3.0,new1,2016
1.0,2,01/08/2016,May 2017,866,0,0,0,77,-4,2017.0,5.0,new1,2016
1.0,2,01/08/2016,July 2017,1292,0,0,0,65,0,2017.0,7.0,new1,2016
1.0,2,01/08/2016,December 2017,930,0,1134,0,14,0,2017.0,12.0,new2,2016
1.0,2,01/08/2016,March 2018,887,0,0,0,0,0,2018.0,3.0,new2,2016
1.0,2,01/08/2016,Totals,60814,-8997,16568,538,185112,-282,,,total,2016
2.0,3,01/15/2016,March 2016,15975,-1422,6733,-630,115205,-3562,2016.0,3.0,old,2016
2.0,3,01/15/2016,May 2016,15401,433,838,129,33101,709,2016.0,5.0,old,2016
2.0,3,01/15/2016,July 2016,13923,361,1419,1,22673,1476,2016.0,7.0,old,2016
2.0,3,01/15/2016,October 2016,0,0,45,0,3,0,2016.0,10.0,old,2016
2.0,3,01/15/2016,December 2016,7593,155,5840,-59,12388,440,2016.0,12.0,new1,2016
2.0,3,01/15/2016,March 2017,3575,101,50,50,896,247,2017.0,3.0,new1,2016
2.0,3,01/15/2016,May 2017,850,-16,0,0,133,56,2017.0,5.0,new1,2016
2.0,3,01/15/2016,July 2017,1292,0,0,0,65,0,2017.0,7.0,new1,2016
2.0,3,01/15/2016,December 2017,930,0,1134,0,14,0,2017.0,12.0,new2,2016
2.0,3,01/15/2016,March 2018,887,0,0,0,0,0,2018.0,3.0,new2,2016
2.0,3,01/15/2016,Totals,60426,-388,16059,-509,184478,-634,,,total,2016
3.0,4,01/22/2016,March 2016,15098,-877,6371,-362,116601,1396,2016.0,3.0,old,2016
3.0,4,01/22/2016,May 2016,15747,346,841,3,36414,3313,2016.0,5.0,old,2016
3.0,4,01/22/2016,July 2016,14444,521,1421,2,24425,1752,2016.0,7.0,old,2016
3.0,4,01/22/2016,October 2016,0,0,45,0,1,-2,2016.0,10.0,old,2016
3.0,4,01/22/2016,December 2016,8184,591,5928,88,13470,1082,2016.0,12.0,new1,2016
3.0,4,01/22/2016,March 2017,3830,255,50,0,853,-43,2017.0,3.0,new1,2016
3.0,4,01/22/2016,May 2017,1055,205,0,0,152,19,2017.0,5.0,new1,2016
3.0,4,01/22/2016,July 2017,1380,88,0,0,61,-4,2017.0,7.0,new1,2016
3.0,4,01/22/2016,December 2017,930,0,1134,0,14,0,2017.0,12.0,new2,2016
3.0,4,01/22/2016,March 2018,887,0,0,0,0,0,2018.0,3.0,new2,2016
3.0,4,01/22/2016,Totals,61555,1129,15790,-269,191991,7513,,,total,2016
4.0,5,01/29/2016,March 2016,11931,-3167,6212,-159,109423,-7178,2016.0,3.0,old,2016
4.0,5,01/29/2016,May 2016,15461,-286,810,-31,45878,9464,2016.0,5.0,old,2016
4.0,5,01/29/2016,July 2016,14878,434,1535,114,27333,2908,2016.0,7.0,old,2016
4.0,5,01/29/2016,October 2016,0,0,0,-45,1,0,2016.0,10.0,old,2016
4.0,5,01/29/2016,December 2016,8172,-12,5990,62,14618,1148,2016.0,12.0,new1,2016
4.0,5,01/29/2016,March 2017,3878,48,50,0,864,11,2017.0,3.0,new1,2016
4.0,5,01/29/2016,May 2017,1090,35,0,0,152,0,2017.0,5.0,new1,2016
4.0,5,01/29/2016,July 2017,1380,0,0,0,67,6,2017.0,7.0,new1,2016
4.0,5,01/29/2016,December 2017,930,0,1134,0,21,7,2017.0,12.0,new2,2016
4.0,5,01/29/2016,March 2018,887,0,0,0,0,0,2018.0,3.0,new2,2016
4.0,5,01/29/2016,Totals,58607,-2948,15731,-59,198357,6366,,,total,2016
5.0,6,02/05/2016,March 2016,8906,-3025,5643,-569,88480,-20943,2016.0,3.0,old,2016
5.0,6,02/05/2016,May 2016,14996,-465,1048,238,58508,12630,2016.0,5.0,old,2016
5.0,6,02/05/2016,July 2016,15852,974,1619,84,29264,1931,2016.0,7.0,old,2016
5.0,6,02/05/2016,October 2016,0,0,0,0,1,0,2016.0,10.0,old,2016
5.0,6,02/05/2016,December 2016,8720,548,6169,179,18270,3652,2016.0,12.0,new1,2016
5.0,6,02/05/2016,March 2017,4455,577,50,0,3534,2670,2017.0,3.0,new1,2016
5.0,6,02/05/2016,May 2017,1599,509,0,0,156,4,2017.0,5.0,new1,2016
5.0,6,02/05/2016,July 2017,1545,165,0,0,70,3,2017.0,7.0,new1,2016
5.0,6,02/05/2016,December 2017,930,0,1134,0,44,23,2017.0,12.0,new2,2016
5.0,6,02/05/2016,March 2018,887,0,0,0,0,0,2018.0,3.0,new2,2016
5.0,6,02/05/2016,Totals,57890,-717,15663,-68,198327,-30,,,total,2016
6.0,7,02/12/2016,March 2016,4872,-4034,3593,-2050,44893,-43587,2016.0,3.0,old,2016
6.0,7,02/12/2016,May 2016,12903,-2093,2812,1764,97669,39161,2016.0,5.0,old,2016
6.0,7,02/12/2016,July 2016,14958,-894,1780,161,32479,3215,2016.0,7.0,old,2016
6.0,7,02/12/2016,October 2016,329,329,5,5,2,1,2016.0,10.0,old,2016
6.0,7,02/12/2016,December 2016,8922,202,6458,289,24155,5885,2016.0,12.0,new1,2016
6.0,7,02/12/2016,March 2017,4847,392,50,0,4303,769,2017.0,3.0,new1,2016
6.0,7,02/12/2016,May 2017,1891,292,0,0,259,103,2017.0,5.0,new1,2016
6.0,7,02/12/2016,July 2017,2341,796,0,0,69,-1,2017.0,7.0,new1,2016
6.0,7,02/12/2016,December 2017,1194,264,1134,0,62,18,2017.0,12.0,new2,2016
6.0,7,02/12/2016,March 2018,887,0,0,0,0,0,2018.0,3.0,new2,2016
6.0,7,02/12/2016,Totals,53144,-4746,15832,169,203891,5564,,,total,2016
7.0,8,02/19/2016,March 2016,1659,-3213,1126,-2467,4983,-39910,2016.0,3.0,old,2016
7.0,8,02/19/2016,May 2016,13657,754,4434,1622,115802,18133,2016.0,5.0,old,2016
7.0,8,02/19/2016,July 2016,15375,417,1907,127,36771,4292,2016.0,7.0,old,2016
7.0,8,02/19/2016,October 2016,0,-329,0,-5,2,0,2016.0,10.0,old,2016
7.0,8,02/19/2016,December 2016,9591,669,6579,121,25677,1522,2016.0,12.0,new1,2016
7.0,8,02/19/2016,March 2017,4894,47,53,3,4230,-73,2017.0,3.0,new1,2016
7.0,8,02/19/2016,May 2017,1954,63,0,0,392,133,2017.0,5.0,new1,2016
7.0,8,02/19/2016,July 2017,2341,0,0,0,712,643,2017.0,7.0,new1,2016
7.0,8,02/19/2016,December 2017,1194,0,1134,0,132,70,2017.0,12.0,new2,2016
7.0,8,02/19/2016,March 2018,887,0,0,0,0,0,2018.0,3.0,new2,2016
7.0,8,02/19/2016,Totals,51552,-1592,15233,-599,188701,-15190,,,total,2016
8.0,9,02/26/2016,March 2016,5,-1654,0,-1126,421,-4562,2016.0,3.0,old,2016
8.0,9,02/26/2016,May 2016,13736,79,5144,710,121333,5531,2016.0,5.0,old,2016
8.0,9,02/26/2016,July 2016,15729,354,2178,271,37903,1132,2016.0,7.0,old,2016
8.0,9,02/26/2016,October 2016,0,0,176,176,2,0,2016.0,10.0,old,2016
8.0,9,02/26/2016,December 2016,9488,-103,6606,27,28041,2364,2016.0,12.0,new1,2016
8.0,9,02/26/2016,March 2017,4912,18,53,0,5234,1004,2017.0,3.0,new1,2016
8.0,9,02/26/2016,May 2017,1952,-2,0,0,893,501,2017.0,5.0,new1,2016
8.0,9,02/26/2016,July 2017,2341,0,0,0,1574,862,2017.0,7.0,new1,2016
8.0,9,02/26/2016,December 2017,1194,0,1134,0,207,75,2017.0,12.0,new2,2016
8.0,9,02/26/2016,March 2018,887,0,0,0,0,0,2018.0,3.0,new2,2016
8.0,9,02/26/2016,Totals,50244,-1308,15291,58,195608,6907,,,total,2016
9.0,10,03/04/2016,March 2016,0,-5,0,0,224,-197,2016.0,3.0,old,2016
9.0,10,03/04/2016,May 2016,12173,-1563,5050,-94,122787,1454,2016.0,5.0,old,2016
9.0,10,03/04/2016,July 2016,16272,543,2424,246,43159,5256,2016.0,7.0,old,2016
9.0,10,03/04/2016,October 2016,0,0,0,-176,2,0,2016.0,10.0,old,2016
9.0,10,03/04/2016,December 2016,9565,77,7525,919,31461,3420,2016.0,12.0,new1,2016
9.0,10,03/04/2016,March 2017,5331,419,53,0,5596,362,2017.0,3.0,new1,2016
9.0,10,03/04/2016,May 2017,1996,44,0,0,1676,783,2017.0,5.0,new1,2016
9.0,10,03/04/2016,July 2017,2425,84,0,0,2023,449,2017.0,7.0,new1,2016
9.0,10,03/04/2016,December 2017,1247,53,1134,0,351,144,2017.0,12.0,new2,2016
9.0,10,03/04/2016,March 2018,887,0,0,0,62,62,2018.0,3.0,new2,2016
9.0,10,03/04/2016,Totals,49896,-348,16186,895,207341,11733,,,total,2016
10.0,11,03/11/2016,March 2016,0,0,0,0,0,-224,2016.0,3.0,old,2016
10.0,11,03/11/2016,May 2016,12207,34,4812,-238,120415,-2372,2016.0,5.0,old,2016
10.0,11,03/11/2016,July 2016,16498,226,2442,18,46365,3206,2016.0,7.0,old,2016
10.0,11,03/11/2016,October 2016,0,0,0,0,2,0,2016.0,10.0,old,2016
10.0,11,03/11/2016,December 2016,9734,169,8743,1218,35408,3947,2016.0,12.0,new1,2016
10.0,11,03/11/2016,March 2017,5774,443,3,-50,6076,480,2017.0,3.0,new1,2016
10.0,11,03/11/2016,May 2017,2267,271,0,0,1892,216,2017.0,5.0,new1,2016
10.0,11,03/11/2016,July 2017,2452,27,0,0,2255,232,2017.0,7.0,new1,2016
10.0,11,03/11/2016,December 2017,1247,0,1134,0,449,98,2017.0,12.0,new2,2016
10.0,11,03/11/2016,March 2018,887,0,0,0,62,0,2018.0,3.0,new2,2016
10.0,11,03/11/2016,Totals,51066,1170,17134,948,212924,5583,,,total,2016
11.0,12,03/18/2016,May 2016,12078,-129,5085,273,115395,-5020,2016.0,5.0,old,2016
11.0,12,03/18/2016,July 2016,17151,653,2576,134,46870,505,2016.0,7.0,old,2016
11.0,12,03/18/2016,October 2016,0,0,0,0,3,1,2016.0,10.0,old,2016
11.0,12,03/18/2016,December 2016,10162,428,8930,187,39976,4568,2016.0,12.0,new1,2016
11.0,12,03/18/2016,March 2017,6036,262,3,0,6412,336,2017.0,3.0,new1,2016
11.0,12,03/18/2016,May 2017,2328,61,0,0,1935,43,2017.0,5.0,new1,2016
11.0,12,03/18/2016,July 2017,2452,0,0,0,2315,60,2017.0,7.0,new1,2016
11.0,12,03/18/2016,December 2017,1488,241,1156,22,453,4,2017.0,12.0,new2,2016
11.0,12,03/18/2016,March 2018,887,0,0,0,62,0,2018.0,3.0,new2,2016
11.0,12,03/18/2016,Totals,52582,1516,17750,616,213421,497,,,total,2016
12.0,13,03/24/2016,May 2016,12472,394,4443,-642,110538,-4857,2016.0,5.0,old,2016
12.0,13,03/24/2016,July 2016,19449,2298,5083,2507,49767,2897,2016.0,7.0,old,2016
12.0,13,03/24/2016,October 2016,0,0,0,0,4,1,2016.0,10.0,old,2016
12.0,13,03/24/2016,December 2016,12494,2332,9789,859,42089,2113,2016.0,12.0,new1,2016
12.0,13,03/24/2016,March 2017,6731,695,3,0,6524,112,2017.0,3.0,new1,2016
12.0,13,03/24/2016,May 2017,2333,5,0,0,1936,1,2017.0,5.0,new1,2016
12.0,13,03/24/2016,July 2017,2452,0,0,0,2326,11,2017.0,7.0,new1,2016
12.0,13,03/24/2016,December 2017,1488,0,1156,0,467,14,2017.0,12.0,new2,2016
12.0,13,03/24/2016,March 2018,887,0,0,0,62,0,2018.0,3.0,new2,2016
12.0,13,03/24/2016,Totals,58306,5724,20474,2724,213713,292,,,total,2016
13.0,14,04/01/2016,May 2016,11423,-1049,4302,-141,103449,-7089,2016.0,5.0,old,2016
13.0,14,04/01/2016,July 2016,17781,-1668,3222,-1861,60240,10473,2016.0,7.0,old,2016
13.0,14,04/01/2016,October 2016,0,0,0,0,4,0,2016.0,10.0,old,2016
13.0,14,04/01/2016,December 2016,10859,-1635,10047,258,45012,2923,2016.0,12.0,new1,2016
13.0,14,04/01/2016,March 2017,6900,169,78,75,6997,473,2017.0,3.0,new1,2016
13.0,14,04/01/2016,May 2017,2499,166,0,0,1936,0,2017.0,5.0,new1,2016
13.0,14,04/01/2016,July 2017,2603,151,0,0,2335,9,2017.0,7.0,new1,2016
13.0,14,04/01/2016,December 2017,1488,0,1156,0,505,38,2017.0,12.0,new2,2016
13.0,14,04/01/2016,March 2018,887,0,0,0,62,0,2018.0,3.0,new2,2016
13.0,14,04/01/2016,December 2018,0,0,1100,1100,0,0,2018.0,12.0,new3,2016
13.0,14,04/01/2016,December 2019,0,0,1100,1100,0,0,2019.0,12.0,new4,2016
13.0,14,04/01/2016,Totals,54440,-3866,21005,531,220540,6827,,,total,2016
14.0,15,04/08/2016,May 2016,10413,-1010,3854,-448,77000,-26449,2016.0,5.0,old,2016
14.0,15,04/08/2016,July 2016,17501,-280,3297,75,77640,17400,2016.0,7.0,old,2016
14.0,15,04/08/2016,October 2016,0,0,0,0,12,8,2016.0,10.0,old,2016
14.0,15,04/08/2016,December 2016,11409,550,10217,170,50696,5684,2016.0,12.0,new1,2016
14.0,15,04/08/2016,March 2017,7056,156,78,0,7341,344,2017.0,3.0,new1,2016
14.0,15,04/08/2016,May 2017,2552,53,0,0,1935,-1,2017.0,5.0,new1,2016
14.0,15,04/08/2016,July 2017,2603,0,220,220,2391,56,2017.0,7.0,new1,2016
14.0,15,04/08/2016,October 2017,0,0,440,440,0,0,2017.0,10.0,new1,2016
14.0,15,04/08/2016,December 2017,1346,-142,1156,0,629,124,2017.0,12.0,new2,2016
14.0,15,04/08/2016,March 2018,887,0,0,0,62,0,2018.0,3.0,new2,2016
14.0,15,04/08/2016,December 2018,0,0,1100,0,0,0,2018.0,12.0,new3,2016
14.0,15,04/08/2016,December 2019,0,0,1100,0,0,0,2019.0,12.0,new4,2016
14.0,15,04/08/2016,Totals,53767,-673,21462,457,217706,-2834,,,total,2016
15.0,16,04/15/2016,May 2016,7465,-2948,1821,-2033,21599,-55401,2016.0,5.0,old,2016
15.0,16,04/15/2016,July 2016,18368,867,4182,885,107670,30030,2016.0,7.0,old,2016
15.0,16,04/15/2016,October 2016,0,0,0,0,12,0,2016.0,10.0,old,2016
15.0,16,04/15/2016,December 2016,11704,295,10370,153,52892,2196,2016.0,12.0,new1,2016
15.0,16,04/15/2016,March 2017,7165,109,98,20,7747,406,2017.0,3.0,new1,2016
15.0,16,04/15/2016,May 2017,2553,1,22,22,1925,-10,2017.0,5.0,new1,2016
15.0,16,04/15/2016,July 2017,2603,0,220,0,2553,162,2017.0,7.0,new1,2016
15.0,16,04/15/2016,October 2017,0,0,440,0,0,0,2017.0,10.0,new1,2016
15.0,16,04/15/2016,December 2017,1346,0,1156,0,686,57,2017.0,12.0,new2,2016
15.0,16,04/15/2016,March 2018,887,0,0,0,90,28,2018.0,3.0,new2,2016
15.0,16,04/15/2016,December 2018,0,0,1100,0,0,0,2018.0,12.0,new3,2016
15.0,16,04/15/2016,December 2019,0,0,1100,0,0,0,2019.0,12.0,new4,2016
15.0,16,04/15/2016,Totals,52091,-1676,20509,-953,195174,-22532,,,total,2016
16.0,17,04/22/2016,May 2016,772,-6693,321,-1500,578,-21021,2016.0,5.0,old,2016
16.0,17,04/22/2016,July 2016,21420,3052,3932,-250,113921,6251,2016.0,7.0,old,2016
16.0,17,04/22/2016,October 2016,0,0,0,0,19,7,2016.0,10.0,old,2016
16.0,17,04/22/2016,December 2016,11963,259,10673,303,59996,7104,2016.0,12.0,new1,2016
16.0,17,04/22/2016,March 2017,7397,232,98,0,9094,1347,2017.0,3.0,new1,2016
16.0,17,04/22/2016,May 2017,2693,140,66,44,2149,224,2017.0,5.0,new1,2016
16.0,17,04/22/2016,July 2017,2788,185,220,0,2595,42,2017.0,7.0,new1,2016
16.0,17,04/22/2016,October 2017,0,0,441,1,0,0,2017.0,10.0,new1,2016
16.0,17,04/22/2016,December 2017,1390,44,1200,44,1291,605,2017.0,12.0,new2,2016
16.0,17,04/22/2016,March 2018,887,0,0,0,89,-1,2018.0,3.0,new2,2016
16.0,17,04/22/2016,December 2018,0,0,1100,0,0,0,2018.0,12.0,new3,2016
16.0,17,04/22/2016,December 2019,0,0,1100,0,0,0,2019.0,12.0,new4,2016
16.0,17,04/22/2016,Totals,49310,-2781,19151,-1358,189732,-5442,,,total,2016
17.0,18,04/29/2016,May 2016,0,-772,0,-321,69,-509,2016.0,5.0,old,2016
17.0,18,04/29/2016,July 2016,22729,1309,4018,86,113502,-419,2016.0,7.0,old,2016
17.0,18,04/29/2016,October 2016,0,0,0,0,18,-1,2016.0,10.0,old,2016
17.0,18,04/29/2016,December 2016,13058,1095,11075,402,62720,2724,2016.0,12.0,new1,2016
17.0,18,04/29/2016,March 2017,8526,1129,98,0,9690,596,2017.0,3.0,new1,2016
17.0,18,04/29/2016,May 2017,2963,270,66,0,2271,122,2017.0,5.0,new1,2016
17.0,18,04/29/2016,July 2017,2982,194,240,20,2169,-426,2017.0,7.0,new1,2016
17.0,18,04/29/2016,October 2017,0,0,0,-441,0,0,2017.0,10.0,new1,2016
17.0,18,04/29/2016,December 2017,1390,0,1685,485,1805,514,2017.0,12.0,new2,2016
17.0,18,04/29/2016,March 2018,887,0,0,0,89,0,2018.0,3.0,new2,2016
17.0,18,04/29/2016,December 2018,0,0,1100,0,0,0,2018.0,12.0,new3,2016
17.0,18,04/29/2016,December 2019,0,0,1100,0,0,0,2019.0,12.0,new4,2016
17.0,18,04/29/2016,Totals,52535,3225,19382,231,192333,2601,,,total,2016
18.0,19,05/06/2016,May 2016,0,0,0,0,46,-23,2016.0,5.0,old,2016
18.0,19,05/06/2016,July 2016,22200,-529,3536,-482,107311,-6191,2016.0,7.0,old,2016
18.0,19,05/06/2016,October 2016,22,22,0,0,46,28,2016.0,10.0,old,2016
18.0,19,05/06/2016,December 2016,13702,644,11497,422,65586,2866,2016.0,12.0,new1,2016
18.0,19,05/06/2016,March 2017,8713,187,98,0,10031,341,2017.0,3.0,new1,2016
18.0,19,05/06/2016,May 2017,3055,92,66,0,2308,37,2017.0,5.0,new1,2016
18.0,19,05/06/2016,July 2017,2982,0,277,37,2050,-119,2017.0,7.0,new1,2016
18.0,19,05/06/2016,December 2017,1390,0,1755,70,1862,57,2017.0,12.0,new2,2016
18.0,19,05/06/2016,March 2018,887,0,0,0,87,-2,2018.0,3.0,new2,2016
18.0,19,05/06/2016,December 2018,0,0,1100,0,0,0,2018.0,12.0,new3,2016
18.0,19,05/06/2016,December 2019,0,0,1100,0,0,0,2019.0,12.0,new4,2016
18.0,19,05/06/2016,Totals,52951,416,19429,47,189327,-3006,,,total,2016
19.0,20,05/13/2016,May 2016,0,0,0,0,0,-46,2016.0,5.0,old,2016
19.0,20,05/13/2016,July 2016,20778,-1422,3463,-73,100784,-6527,2016.0,7.0,old,2016
19.0,20,05/13/2016,October 2016,0,-22,0,0,48,2,2016.0,10.0,old,2016
19.0,20,05/13/2016,December 2016,15959,2257,11779,282,71908,6322,2016.0,12.0,new1,2016
19.0,20,05/13/2016,March 2017,9080,367,210,112,10038,7,2017.0,3.0,new1,2016
19.0,20,05/13/2016,May 2017,3295,240,66,0,2334,26,2017.0,5.0,new1,2016
19.0,20,05/13/2016,July 2017,3107,125,240,-37,2050,0,2017.0,7.0,new1,2016
19.0,20,05/13/2016,December 2017,1466,76,2306,551,1902,40,2017.0,12.0,new2,2016
19.0,20,05/13/2016,March 2018,887,0,66,66,87,0,2018.0,3.0,new2,2016
19.0,20,05/13/2016,May 2018,69,69,44,44,0,0,2018.0,5.0,new2,2016
19.0,20,05/13/2016,July 2018,43,43,0,0,0,0,2018.0,7.0,new2,2016
19.0,20,05/13/2016,December 2018,0,0,1100,0,0,0,2018.0,12.0,new3,2016
19.0,20,05/13/2016,December 2019,0,0,1100,0,0,0,2019.0,12.0,new4,2016
19.0,20,05/13/2016,Totals,54684,1733,20374,945,189151,-176,,,total,2016
20.0,21,05/20/2016,July 2016,20715,-63,3460,-3,97252,-3532,2016.0,7.0,old,2016
20.0,21,05/20/2016,October 2016,0,0,0,0,50,2,2016.0,10.0,old,2016
20.0,21,05/20/2016,December 2016,18116,2157,12075,296,75783,3875,2016.0,12.0,new1,2016
20.0,21,05/20/2016,March 2017,10615,1535,276,66,10071,33,2017.0,3.0,new1,2016
20.0,21,05/20/2016,May 2017,3780,485,66,0,2366,32,2017.0,5.0,new1,2016
20.0,21,05/20/2016,July 2017,3406,299,277,37,2070,20,2017.0,7.0,new1,2016
20.0,21,05/20/2016,December 2017,1612,146,2358,52,1876,-26,2017.0,12.0,new2,2016
20.0,21,05/20/2016,March 2018,945,58,66,0,82,-5,2018.0,3.0,new2,2016
20.0,21,05/20/2016,May 2018,88,19,44,0,0,0,2018.0,5.0,new2,2016
20.0,21,05/20/2016,July 2018,43,0,0,0,0,0,2018.0,7.0,new2,2016
20.0,21,05/20/2016,December 2018,0,0,1100,0,0,0,2018.0,12.0,new3,2016
20.0,21,05/20/2016,December 2019,0,0,1100,0,0,0,2019.0,12.0,new4,2016
20.0,21,05/20/2016,Totals,59320,4636,20822,448,189550,399,,,total,2016
21.0,22,05/27/2016,July 2016,19961,-754,2818,-642,93948,-3304,2016.0,7.0,old,2016
21.0,22,05/27/2016,October 2016,0,0,0,0,53,3,2016.0,10.0,old,2016
21.0,22,05/27/2016,December 2016,18814,698,13726,1651,89105,13322,2016.0,12.0,new1,2016
21.0,22,05/27/2016,March 2017,11310,695,330,54,11029,958,2017.0,3.0,new1,2016
21.0,22,05/27/2016,May 2017,4170,390,73,7,2392,26,2017.0,5.0,new1,2016
21.0,22,05/27/2016,July 2017,3724,318,718,441,2227,157,2017.0,7.0,new1,2016
21.0,22,05/27/2016,December 2017,1736,124,2358,0,2349,473,2017.0,12.0,new2,2016
21.0,22,05/27/2016,March 2018,971,26,66,0,82,0,2018.0,3.0,new2,2016
21.0,22,05/27/2016,May 2018,62,-26,44,0,0,0,2018.0,5.0,new2,2016
21.0,22,05/27/2016,July 2018,43,0,0,0,0,0,2018.0,7.0,new2,2016
21.0,22,05/27/2016,December 2018,0,0,1100,0,0,0,2018.0,12.0,new3,2016
21.0,22,05/27/2016,December 2019,0,0,1100,0,0,0,2019.0,12.0,new4,2016
21.0,22,05/27/2016,Totals,60791,1471,22333,1511,201185,11635,,,total,2016
22.0,23,06/03/2016,July 2016,19324,-637,2312,-506,81671,-12277,2016.0,7.0,old,2016
22.0,23,06/03/2016,October 2016,0,0,8,8,52,-1,2016.0,10.0,old,2016
22.0,23,06/03/2016,December 2016,20284,1470,15614,1888,99772,10667,2016.0,12.0,new1,2016
22.0,23,06/03/2016,March 2017,11570,260,356,26,12719,1690,2017.0,3.0,new1,2016
22.0,23,06/03/2016,May 2017,4322,152,73,0,2500,108,2017.0,5.0,new1,2016
22.0,23,06/03/2016,July 2017,4041,317,718,0,2373,146,2017.0,7.0,new1,2016
22.0,23,06/03/2016,December 2017,1817,81,2475,117,2543,194,2017.0,12.0,new2,2016
22.0,23,06/03/2016,March 2018,971,0,66,0,82,0,2018.0,3.0,new2,2016
22.0,23,06/03/2016,May 2018,62,0,44,0,2,2,2018.0,5.0,new2,2016
22.0,23,06/03/2016,July 2018,43,0,0,0,0,0,2018.0,7.0,new2,2016
22.0,23,06/03/2016,December 2018,0,0,1100,0,0,0,2018.0,12.0,new3,2016
22.0,23,06/03/2016,December 2019,0,0,1100,0,0,0,2019.0,12.0,new4,2016
22.0,23,06/03/2016,Totals,62434,1643,23866,1533,201714,529,,,total,2016
23.0,24,06/10/2016,July 2016,12064,-7260,1296,-1016,51100,-30571,2016.0,7.0,old,2016
23.0,24,06/10/2016,October 2016,44,44,0,-8,86,34,2016.0,10.0,old,2016
23.0,24,06/10/2016,December 2016,28008,7724,16207,593,131063,31291,2016.0,12.0,new1,2016
23.0,24,06/10/2016,March 2017,12332,762,487,131,16251,3532,2017.0,3.0,new1,2016
23.0,24,06/10/2016,May 2017,4865,543,214,141,3054,554,2017.0,5.0,new1,2016
23.0,24,06/10/2016,July 2017,4660,619,718,0,2776,403,2017.0,7.0,new1,2016
23.0,24,06/10/2016,December 2017,1858,41,2724,249,3814,1271,2017.0,12.0,new2,2016
23.0,24,06/10/2016,March 2018,1012,41,66,0,79,-3,2018.0,3.0,new2,2016
23.0,24,06/10/2016,May 2018,71,9,44,0,5,3,2018.0,5.0,new2,2016
23.0,24,06/10/2016,July 2018,43,0,0,0,0,0,2018.0,7.0,new2,2016
23.0,24,06/10/2016,December 2018,0,0,1100,0,0,0,2018.0,12.0,new3,2016
23.0,24,06/10/2016,December 2019,0,0,1100,0,0,0,2019.0,12.0,new4,2016
23.0,24,06/10/2016,Totals,64957,2523,23956,90,208228,6514,,,total,2016
24.0,25,06/17/2016,July 2016,5414,-6650,858,-438,13762,-37338,2016.0,7.0,old,2016
24.0,25,06/17/2016,October 2016,44,0,0,0,285,199,2016.0,10.0,old,2016
24.0,25,06/17/2016,December 2016,31482,3474,16430,223,153287,22224,2016.0,12.0,new1,2016
24.0,25,06/17/2016,March 2017,12989,657,499,12,18428,2177,2017.0,3.0,new1,2016
24.0,25,06/17/2016,May 2017,5246,381,267,53,3314,260,2017.0,5.0,new1,2016
24.0,25,06/17/2016,July 2017,4858,198,715,-3,2834,58,2017.0,7.0,new1,2016
24.0,25,06/17/2016,December 2017,2027,169,2727,3,4310,496,2017.0,12.0,new2,2016
24.0,25,06/17/2016,March 2018,1026,14,66,0,79,0,2018.0,3.0,new2,2016
24.0,25,06/17/2016,May 2018,32,-39,44,0,5,0,2018.0,5.0,new2,2016
24.0,25,06/17/2016,July 2018,43,0,0,0,5,5,2018.0,7.0,new2,2016
24.0,25,06/17/2016,December 2018,0,0,1100,0,0,0,2018.0,12.0,new3,2016
24.0,25,06/17/2016,December 2019,0,0,1100,0,0,0,2019.0,12.0,new4,2016
24.0,25,06/17/2016,Totals,63161,-1796,23806,-150,196309,-11919,,,total,2016
25.0,26,06/24/2016,July 2016,44,-5370,44,-814,429,-13333,2016.0,7.0,old,2016
25.0,26,06/24/2016,October 2016,84,40,0,0,128,-157,2016.0,10.0,old,2016
25.0,26,06/24/2016,December 2016,34917,3435,18046,1616,152485,-802,2016.0,12.0,new1,2016
25.0,26,06/24/2016,March 2017,13846,857,497,-2,21075,2647,2017.0,3.0,new1,2016
25.0,26,06/24/2016,May 2017,5831,585,267,0,3562,248,2017.0,5.0,new1,2016
25.0,26,06/24/2016,July 2017,5234,376,1103,388,2901,67,2017.0,7.0,new1,2016
25.0,26,06/24/2016,December 2017,2557,530,2872,145,4457,147,2017.0,12.0,new2,2016
25.0,26,06/24/2016,March 2018,1068,42,0,-66,79,0,2018.0,3.0,new2,2016
25.0,26,06/24/2016,May 2018,32,0,0,-44,5,0,2018.0,5.0,new2,2016
25.0,26,06/24/2016,July 2018,43,0,0,0,5,0,2018.0,7.0,new2,2016
25.0,26,06/24/2016,December 2018,0,0,1100,0,0,0,2018.0,12.0,new3,2016
25.0,26,06/24/2016,December 2019,0,0,1100,0,0,0,2019.0,12.0,new4,2016
